filename,mse
00714e843dcac5e3_000.png,0.00680201780050993
01e90d0582aab969_000.png,0.0038450544234365225
01faf534bdcb0cac_000.png,0.006381042301654816
021ca5f715c758f0_000.png,0.005730633623898029
02231dba7f5b2866_000.png,0.008605710230767727
044a587701ee4c67_000.png,0.004217078909277916
04ce897404fbf294_000.png,0.006695005111396313
057a1dde14ccfd16_000.png,0.009418366476893425
067301f0c63aff0c_000.png,0.015615105628967285
07ef3121c353567d_000.png,0.005767613649368286
0a579e7e6091ca2e_000.png,0.010896752588450909
0ae221e4abff9f75_000.png,0.0062468042597174644
13a746cad687d56f_000.png,0.002659598831087351
16c9e9b513754e02_000.png,0.006466314662247896
174c42565b5df8a3_000.png,0.00730740325525403
17761e96ec910bfc_000.png,0.003924501594156027
1821ebdaf34d5592_001.png,0.003094591898843646
1821ebdaf34d5592_006.png,0.0014911232283338904
1b499463f2c737be_000.png,0.006919795647263527
2119d0bf6d91aba8_000.png,0.0020117717795073986
2119d0bf6d91aba8_002.png,0.0010379996383562684
2e4fd7f8ad9a539d_001.png,0.02283623069524765
3eb8cfd9d3951106_001.png,0.011389756575226784
3fef70547d69ee53_000.png,0.00593484565615654
444ed6aabebc3414_004.png,0.004859582986682653
5990caedadc916da_001.png,0.002485769335180521
644f27d1266f775d_003.png,0.0030869678594172
678b56dea05a960f_001.png,0.003672923892736435
6dfb9954cc10458e_001.png,0.0072402083314955235
6f7c67363307814b_000.png,0.03214549273252487
742939c083d989ae_000.png,0.007188168354332447
83ab7b4900a22e4d_002.png,0.003961011301726103
86321324336c789d_000.png,0.0024033663794398308
8cad1de960758013_000.png,0.005792771000415087
9b4fb8085cf0e615_001.png,0.007617860101163387
9d22901a4a140ab6_000.png,0.0028610946610569954
a37c583bf4df4ab8_000.png,0.009500743821263313
b4103bf06e50ac96_000.png,0.008944500237703323
b4103bf06e50ac96_002.png,0.00941905751824379
bf13725c14661a3e_000.png,0.0040934327989816666
c0ebcf7dbd7e02e5_000.png,0.0073127178475260735
dcb91a125f2a7cf4_001.png,0.0030057397671043873
e0b4078179a06e43_000.png,0.01114730816334486
eed8d8bfa4e705ff_004.png,0.004068825859576464
f57b4779350f360e_009.png,0.003403161186724901
f57b4779350f360e_012.png,0.0035857839975506067
fbf72317ccc12c2c_000.png,0.007356011308729649
NG_1f50e2f0-e4c8-47e3-a15d-fb925b036a31.png,0.009935645386576653
NG_243d6139-a919-4136-b74b-0ed93728e84f.png,0.014588845893740654
NG_28e416ef-d2e6-4543-9141-da8e0f90a23b.png,0.023787831887602806
NG_36b1b3e3-261d-4771-b2b3-f2c33493166d.png,0.00972355529665947
NG_478eace4-f549-441c-8002-76d49a988b9e.png,0.017451904714107513
NG_4c8f37d0-00d7-4a36-94c9-3538ddd83655.png,0.012579437345266342
NG_646ad417-409f-447b-b055-a7e2de11c140.png,0.012958644889295101
NG_a5f9c483-7826-4322-b8a1-74eea4728a65.png,0.013003976084291935
NG_bc3f3bf9-1559-40c3-ace6-3c187fc4195b.png,0.015131930820643902
NG_db68429e-57a6-45b4-8af2-b523166910d5.png,0.01296691782772541
NG_ea7423af-c9a3-41b2-8e43-11501766e979.png,0.011931941844522953
NG_ea88cdbf-db8b-4c0c-a089-da170f161ef8.png,0.012791933491826057
NG_f9702f83-0c25-476e-89c9-42491b294abd.png,0.008883031085133553
NGChatGPTImage01_53_46.png,0.014001455157995224
